,id_orig,dest_type,mode,duration,population,city
2191,7011770,hospital,walking,3828.4,135,hamilton
2190,7011770,library,walking,834.2,135,hamilton
2189,7011770,police_station,cycling,417.2,135,hamilton
2188,7011770,fire_station,cycling,1238.9,135,hamilton
2187,7011770,clinic,walking,1032.5,135,hamilton
2185,7011770,clinic,cycling,384.7,135,hamilton
2183,7011770,downtown,walking,3287.8,135,hamilton
2186,7011770,supermarket,cycling,434.1,135,hamilton
2181,7011770,police_station,walking,975.0,135,hamilton
2180,7011770,primary_school,walking,1285.3,135,hamilton
2179,7011770,downtown,cycling,1156.9,135,hamilton
2178,7011770,hospital,cycling,1364.5,135,hamilton
2177,7011770,fire_station,walking,3481.9,135,hamilton
2176,7011770,supermarket,walking,1154.0,135,hamilton
2182,7011770,library,cycling,307.5,135,hamilton
2184,7011770,primary_school,cycling,457.4,135,hamilton
2200,7011771,library,walking,833.7,138,hamilton
2207,7011771,primary_school,cycling,418.3,138,hamilton
2206,7011771,hospital,cycling,1351.1,138,hamilton
2205,7011771,supermarket,cycling,395.0,138,hamilton
2204,7011771,hospital,walking,3827.9,138,hamilton
2203,7011771,police_station,walking,974.5,138,hamilton
2202,7011771,police_station,cycling,403.8,138,hamilton
2201,7011771,clinic,cycling,371.3,138,hamilton
2199,7011771,clinic,walking,1032.0,138,hamilton
2197,7011771,downtown,walking,3170.1,138,hamilton
2196,7011771,fire_station,cycling,1225.5,138,hamilton
2195,7011771,primary_school,walking,1167.6,138,hamilton
2194,7011771,fire_station,walking,3481.4,138,hamilton
2193,7011771,supermarket,walking,1036.3,138,hamilton
2192,7011771,library,cycling,294.1,138,hamilton
2198,7011771,downtown,cycling,1117.8,138,hamilton
2223,7011772,downtown,cycling,1119.9,132,hamilton
2222,7011772,supermarket,cycling,395.8,132,hamilton
2221,7011772,hospital,cycling,1317.0,132,hamilton
2220,7011772,fire_station,cycling,1191.4,132,hamilton
2219,7011772,downtown,walking,3173.7,132,hamilton
2218,7011772,police_station,walking,869.3,132,hamilton
2217,7011772,library,walking,728.5,132,hamilton
2216,7011772,clinic,cycling,337.2,132,hamilton
2215,7011772,clinic,walking,926.8,132,hamilton
2213,7011772,library,cycling,260.0,132,hamilton
2212,7011772,primary_school,walking,1171.2,132,hamilton
2211,7011772,fire_station,walking,3376.2,132,hamilton
2210,7011772,primary_school,cycling,420.4,132,hamilton
2209,7011772,police_station,cycling,369.7,132,hamilton
2208,7011772,supermarket,walking,1039.9,132,hamilton
2214,7011772,hospital,walking,3722.7,132,hamilton
2233,7011773,library,cycling,216.8,138,hamilton
2238,7011773,fire_station,cycling,1148.2,138,hamilton
2237,7011773,downtown,walking,3101.9,138,hamilton
2236,7011773,supermarket,cycling,352.6,138,hamilton
2235,7011773,police_station,walking,752.3,138,hamilton
2234,7011773,primary_school,walking,1169.6,138,hamilton
2232,7011773,police_station,cycling,326.5,138,hamilton
2239,7011773,hospital,cycling,1273.8,138,hamilton
2230,7011773,downtown,cycling,1081.4,138,hamilton
2224,7011773,hospital,walking,3605.7,138,hamilton
2225,7011773,library,walking,611.5,138,hamilton
2226,7011773,primary_school,cycling,411.8,138,hamilton
2231,7011773,clinic,walking,809.8,138,hamilton
2228,7011773,fire_station,walking,3259.2,138,hamilton
2229,7011773,clinic,cycling,294.0,138,hamilton
2227,7011773,supermarket,walking,979.8,138,hamilton
2255,7011774,downtown,cycling,1059.1,135,hamilton
2254,7011774,hospital,cycling,1361.4,135,hamilton
2253,7011774,police_station,cycling,414.1,135,hamilton
2252,7011774,primary_school,cycling,359.6,135,hamilton
2251,7011774,police_station,walking,993.2,135,hamilton
2250,7011774,fire_station,cycling,1174.2,135,hamilton
2248,7011774,downtown,walking,3017.5,135,hamilton
2249,7011774,supermarket,walking,1028.1,135,hamilton
2246,7011774,hospital,walking,3846.6,135,hamilton
2245,7011774,library,cycling,304.4,135,hamilton
2244,7011774,clinic,walking,1050.7,135,hamilton
2243,7011774,supermarket,cycling,384.4,135,hamilton
2242,7011774,fire_station,walking,3350.2,135,hamilton
2241,7011774,clinic,cycling,381.6,135,hamilton
2240,7011774,primary_school,walking,1015.0,135,hamilton
2247,7011774,library,walking,852.4,135,hamilton
2266,7011775,fire_station,walking,3505.0,102,hamilton
2271,7011775,police_station,cycling,384.0,102,hamilton
2270,7011775,primary_school,cycling,460.2,102,hamilton
2269,7011775,clinic,walking,897.6,102,hamilton
2268,7011775,downtown,cycling,1192.0,102,hamilton
2267,7011775,hospital,walking,3052.1,102,hamilton
2264,7011775,supermarket,cycling,350.0,102,hamilton
2265,7011775,fire_station,cycling,1252.2,102,hamilton
2262,7011775,primary_school,walking,1266.1,102,hamilton
2261,7011775,clinic,cycling,309.0,102,hamilton
2260,7011775,police_station,walking,1072.3,102,hamilton
2259,7011775,library,cycling,394.3,102,hamilton
2258,7011775,downtown,walking,3347.7,102,hamilton
2257,7011775,library,walking,1133.1,102,hamilton
2256,7011775,supermarket,walking,887.1,102,hamilton
2263,7011775,hospital,cycling,1124.3,102,hamilton
2287,7011776,clinic,cycling,320.1,135,hamilton
2286,7011776,police_station,cycling,352.6,135,hamilton
2285,7011776,downtown,walking,3201.3,135,hamilton
2284,7011776,clinic,walking,909.2,135,hamilton
2283,7011776,supermarket,cycling,378.7,135,hamilton
2282,7011776,fire_station,walking,3358.6,135,hamilton
2281,7011776,primary_school,cycling,474.2,135,hamilton
2280,7011776,supermarket,walking,1079.2,135,hamilton
2279,7011776,hospital,cycling,1299.9,135,hamilton
2277,7011776,police_station,walking,851.7,135,hamilton
2276,7011776,fire_station,cycling,1174.3,135,hamilton
2275,7011776,hospital,walking,3705.1,135,hamilton
2274,7011776,downtown,cycling,1107.5,135,hamilton
2273,7011776,library,walking,710.9,135,hamilton
2272,7011776,primary_school,walking,1351.5,135,hamilton
2278,7011776,library,cycling,242.9,135,hamilton
2297,7011777,police_station,walking,567.1,96,hamilton
2302,7011777,downtown,cycling,1017.6,96,hamilton
2301,7011777,library,walking,426.3,96,hamilton
2300,7011777,hospital,walking,3420.5,96,hamilton
2299,7011777,fire_station,cycling,1084.4,96,hamilton
2303,7011777,supermarket,walking,794.6,96,hamilton
2296,7011777,library,cycling,153.0,96,hamilton
2298,7011777,supermarket,cycling,288.8,96,hamilton
2294,7011777,hospital,cycling,1210.0,96,hamilton
2288,7011777,downtown,walking,2916.7,96,hamilton
2289,7011777,fire_station,walking,3074.0,96,hamilton
2290,7011777,primary_school,walking,1147.4,96,hamilton
2295,7011777,primary_school,cycling,405.4,96,hamilton
2292,7011777,clinic,walking,624.6,96,hamilton
2293,7011777,clinic,cycling,230.2,96,hamilton
2291,7011777,police_station,cycling,262.7,96,hamilton
2319,7011778,clinic,walking,820.7,129,hamilton
2318,7011778,supermarket,cycling,388.9,129,hamilton
2317,7011778,library,walking,622.4,129,hamilton
2316,7011778,police_station,cycling,332.5,129,hamilton
2315,7011778,primary_school,cycling,532.3,129,hamilton
2314,7011778,library,cycling,279.9,129,hamilton
2312,7011778,fire_station,walking,3270.1,129,hamilton
2313,7011778,clinic,cycling,357.1,129,hamilton
2310,7011778,primary_school,walking,1343.5,129,hamilton
2309,7011778,downtown,cycling,1144.5,129,hamilton
2308,7011778,downtown,walking,3112.8,129,hamilton
2307,7011778,police_station,walking,763.2,129,hamilton
2306,7011778,hospital,cycling,1336.9,129,hamilton
2305,7011778,supermarket,walking,791.6,129,hamilton
2304,7011778,hospital,walking,3616.6,129,hamilton
2311,7011778,fire_station,cycling,1211.3,129,hamilton
2329,7011779,hospital,cycling,1396.9,153,hamilton
2334,7011779,police_station,walking,1009.5,153,hamilton
2333,7011779,clinic,cycling,417.1,153,hamilton
2332,7011779,clinic,walking,1099.5,153,hamilton
2331,7011779,downtown,cycling,1204.5,153,hamilton
2335,7011779,downtown,walking,3449.0,153,hamilton
2328,7011779,police_station,cycling,355.0,153,hamilton
2330,7011779,supermarket,walking,1035.7,153,hamilton
2326,7011779,fire_station,walking,3606.3,153,hamilton
2320,7011779,supermarket,cycling,411.4,153,hamilton
2321,7011779,hospital,walking,3952.8,153,hamilton
2322,7011779,library,walking,958.6,153,hamilton
2327,7011779,primary_school,walking,1630.4,153,hamilton
2324,7011779,library,cycling,339.9,153,hamilton
2325,7011779,primary_school,cycling,571.2,153,hamilton
2323,7011779,fire_station,cycling,1271.3,153,hamilton
2351,7011780,supermarket,walking,571.9,120,hamilton
2350,7011780,clinic,walking,635.7,120,hamilton
2349,7011780,primary_school,cycling,460.3,120,hamilton
2348,7011780,library,cycling,218.4,120,hamilton
2347,7011780,downtown,cycling,1072.5,120,hamilton
2345,7011780,fire_station,walking,3193.3,120,hamilton
2344,7011780,police_station,cycling,201.3,120,hamilton
2346,7011780,library,walking,606.5,120,hamilton
2342,7011780,hospital,cycling,1264.9,120,hamilton
2341,7011780,police_station,walking,545.7,120,hamilton
2340,7011780,downtown,walking,3036.0,120,hamilton
2339,7011780,fire_station,cycling,1139.3,120,hamilton
2338,7011780,clinic,cycling,269.5,120,hamilton
2337,7011780,supermarket,cycling,257.7,120,hamilton
2336,7011780,hospital,walking,3539.8,120,hamilton
2343,7011780,primary_school,walking,1266.7,120,hamilton
2367,7011781,fire_station,cycling,1064.1,144,hamilton
2366,7011781,fire_station,walking,2977.7,144,hamilton
2365,7011781,downtown,walking,2820.4,144,hamilton
2364,7011781,supermarket,walking,356.3,144,hamilton
2363,7011781,primary_school,walking,1051.1,144,hamilton
2362,7011781,supermarket,cycling,182.5,144,hamilton
2361,7011781,library,walking,390.9,144,hamilton
2360,7011781,hospital,cycling,1189.7,144,hamilton
2359,7011781,clinic,cycling,194.3,144,hamilton
2357,7011781,hospital,walking,3324.2,144,hamilton
2352,7011781,downtown,cycling,997.3,144,hamilton
2353,7011781,police_station,cycling,126.1,144,hamilton
2358,7011781,primary_school,cycling,385.1,144,hamilton
2355,7011781,clinic,walking,420.1,144,hamilton
2356,7011781,library,cycling,143.2,144,hamilton
2354,7011781,police_station,walking,330.1,144,hamilton
2383,7011782,hospital,cycling,1348.0,216,hamilton
2382,7011782,supermarket,walking,825.4,216,hamilton
2381,7011782,downtown,cycling,1155.6,216,hamilton
2380,7011782,police_station,cycling,284.4,216,hamilton
2379,7011782,primary_school,cycling,543.4,216,hamilton
2378,7011782,fire_station,cycling,1222.4,216,hamilton
2376,7011782,primary_school,walking,1520.2,216,hamilton
2377,7011782,fire_station,walking,3446.8,216,hamilton
2374,7011782,police_station,walking,799.2,216,hamilton
2373,7011782,clinic,walking,889.2,216,hamilton
2372,7011782,library,cycling,301.5,216,hamilton
2371,7011782,clinic,cycling,352.6,216,hamilton
2370,7011782,downtown,walking,3289.5,216,hamilton
2369,7011782,library,walking,860.0,216,hamilton
2368,7011782,hospital,walking,3793.3,216,hamilton
2375,7011782,supermarket,cycling,340.8,216,hamilton
2399,7011783,clinic,walking,558.2,108,hamilton
2398,7011783,hospital,walking,3462.3,108,hamilton
2397,7011783,police_station,walking,468.2,108,hamilton
2396,7011783,fire_station,cycling,1179.8,108,hamilton
2395,7011783,downtown,cycling,1113.0,108,hamilton
2394,7011783,clinic,cycling,251.7,108,hamilton
2392,7011783,supermarket,cycling,232.5,108,hamilton
2393,7011783,primary_school,walking,1189.2,108,hamilton
2390,7011783,supermarket,walking,494.4,108,hamilton
2384,7011783,downtown,walking,2958.5,108,hamilton
2385,7011783,hospital,cycling,1305.4,108,hamilton
2386,7011783,fire_station,walking,3115.8,108,hamilton
2391,7011783,police_station,cycling,241.8,108,hamilton
2388,7011783,library,cycling,258.9,108,hamilton
2389,7011783,library,walking,529.0,108,hamilton
2387,7011783,primary_school,cycling,500.8,108,hamilton
2415,7011784,downtown,walking,3070.4,129,hamilton
2414,7011784,supermarket,cycling,259.4,129,hamilton
2413,7011784,fire_station,cycling,1141.0,129,hamilton
2412,7011784,police_station,walking,580.1,129,hamilton
2411,7011784,primary_school,cycling,462.0,129,hamilton
2410,7011784,library,walking,640.9,129,hamilton
2408,7011784,clinic,walking,670.1,129,hamilton
2409,7011784,library,cycling,220.1,129,hamilton
2406,7011784,supermarket,walking,606.3,129,hamilton
2405,7011784,hospital,cycling,1266.6,129,hamilton
2404,7011784,downtown,cycling,1074.2,129,hamilton
2403,7011784,fire_station,walking,3227.7,129,hamilton
2402,7011784,primary_school,walking,1301.1,129,hamilton
2401,7011784,police_station,cycling,203.0,129,hamilton
2400,7011784,hospital,walking,3574.2,129,hamilton
2407,7011784,clinic,cycling,271.2,129,hamilton
2431,7011785,primary_school,walking,1590.8,201,hamilton
2430,7011785,downtown,cycling,1180.1,201,hamilton
2429,7011785,fire_station,cycling,1246.9,201,hamilton
2428,7011785,hospital,cycling,1372.5,201,hamilton
2427,7011785,police_station,walking,869.8,201,hamilton
2426,7011785,supermarket,walking,871.9,201,hamilton
2425,7011785,primary_school,cycling,567.9,201,hamilton
2424,7011785,clinic,walking,959.8,201,hamilton
2422,7011785,police_station,cycling,308.9,201,hamilton
2416,7011785,clinic,cycling,369.5,201,hamilton
2417,7011785,supermarket,cycling,350.3,201,hamilton
2418,7011785,hospital,walking,3863.9,201,hamilton
2423,7011785,downtown,walking,3360.1,201,hamilton
2420,7011785,library,cycling,326.0,201,hamilton
2421,7011785,library,walking,930.6,201,hamilton
2419,7011785,fire_station,walking,3517.4,201,hamilton
2447,7011786,primary_school,walking,1571.1,132,hamilton
2446,7011786,fire_station,cycling,1253.4,132,hamilton
2445,7011786,hospital,cycling,1351.0,132,hamilton
2444,7011786,police_station,walking,850.1,132,hamilton
2443,7011786,primary_school,cycling,574.4,132,hamilton
2441,7011786,fire_station,walking,3497.7,132,hamilton
2440,7011786,library,walking,910.9,132,hamilton
2442,7011786,clinic,walking,913.9,132,hamilton
2438,7011786,police_station,cycling,315.4,132,hamilton
2437,7011786,library,cycling,332.5,132,hamilton
2436,7011786,clinic,cycling,340.8,132,hamilton
2435,7011786,downtown,walking,3340.4,132,hamilton
2434,7011786,downtown,cycling,1186.6,132,hamilton
2433,7011786,supermarket,walking,769.8,132,hamilton
2432,7011786,hospital,walking,3667.5,132,hamilton
2439,7011786,supermarket,cycling,321.6,132,hamilton
2463,7011787,hospital,walking,3486.8,171,hamilton
2462,7011787,police_station,walking,548.3,171,hamilton
2461,7011787,primary_school,cycling,484.6,171,hamilton
2460,7011787,fire_station,cycling,1163.6,171,hamilton
2459,7011787,primary_school,walking,1269.3,171,hamilton
2458,7011787,supermarket,walking,435.7,171,hamilton
2457,7011787,library,cycling,242.7,171,hamilton
2456,7011787,police_station,cycling,225.6,171,hamilton
2455,7011787,downtown,walking,3038.6,171,hamilton
2453,7011787,hospital,cycling,1289.2,171,hamilton
2452,7011787,library,walking,609.1,171,hamilton
2451,7011787,fire_station,walking,3195.9,171,hamilton
2450,7011787,supermarket,cycling,198.3,171,hamilton
2449,7011787,clinic,cycling,217.5,171,hamilton
2448,7011787,clinic,walking,579.8,171,hamilton
2454,7011787,downtown,cycling,1096.8,171,hamilton
2479,7011788,police_station,walking,1050.8,156,hamilton
2478,7011788,hospital,cycling,1364.9,156,hamilton
2477,7011788,fire_station,cycling,1313.8,156,hamilton
2476,7011788,supermarket,cycling,382.0,156,hamilton
2475,7011788,fire_station,walking,3698.4,156,hamilton
2474,7011788,clinic,walking,1114.6,156,hamilton
2473,7011788,police_station,cycling,375.8,156,hamilton
2472,7011788,clinic,cycling,401.2,156,hamilton
2470,7011788,downtown,walking,3541.1,156,hamilton
2469,7011788,library,cycling,392.9,156,hamilton
2468,7011788,library,walking,1111.6,156,hamilton
2467,7011788,primary_school,walking,1771.8,156,hamilton
2466,7011788,primary_school,cycling,634.8,156,hamilton
2465,7011788,downtown,cycling,1247.0,156,hamilton
2464,7011788,supermarket,walking,970.5,156,hamilton
2471,7011788,hospital,walking,3709.4,156,hamilton
2489,7011789,primary_school,cycling,600.3,189,hamilton
2495,7011789,downtown,walking,3378.5,189,hamilton
2494,7011789,hospital,walking,3487.4,189,hamilton
2493,7011789,police_station,cycling,341.3,189,hamilton
2492,7011789,hospital,cycling,1290.9,189,hamilton
2491,7011789,clinic,walking,904.7,189,hamilton
2490,7011789,supermarket,cycling,314.0,189,hamilton
2488,7011789,downtown,cycling,1212.5,189,hamilton
2487,7011789,police_station,walking,945.8,189,hamilton
2486,7011789,primary_school,walking,1609.2,189,hamilton
2485,7011789,supermarket,walking,760.6,189,hamilton
2484,7011789,fire_station,cycling,1279.3,189,hamilton
2483,7011789,fire_station,walking,3535.8,189,hamilton
2482,7011789,clinic,cycling,333.2,189,hamilton
2481,7011789,library,cycling,358.4,189,hamilton
2480,7011789,library,walking,1006.6,189,hamilton
2510,7011790,supermarket,cycling,353.2,108,hamilton
2509,7011790,library,cycling,364.1,108,hamilton
2508,7011790,hospital,walking,3623.4,108,hamilton
2507,7011790,hospital,cycling,1336.1,108,hamilton
2506,7011790,primary_school,walking,1685.8,108,hamilton
2505,7011790,downtown,cycling,1218.2,108,hamilton
2504,7011790,fire_station,cycling,1285.0,108,hamilton
2511,7011790,library,walking,1025.6,108,hamilton
2502,7011790,police_station,walking,964.8,108,hamilton
2501,7011790,supermarket,walking,884.5,108,hamilton
2500,7011790,clinic,walking,1028.6,108,hamilton
2499,7011790,police_station,cycling,347.0,108,hamilton
2498,7011790,clinic,cycling,372.4,108,hamilton
2497,7011790,primary_school,cycling,606.0,108,hamilton
2496,7011790,fire_station,walking,3612.4,108,hamilton
2503,7011790,downtown,walking,3455.1,108,hamilton
2527,7011791,downtown,cycling,1136.1,201,hamilton
2526,7011791,police_station,cycling,264.9,201,hamilton
2525,7011791,library,walking,791.4,201,hamilton
2524,7011791,clinic,walking,689.5,201,hamilton
2523,7011791,police_station,walking,730.6,201,hamilton
2522,7011791,fire_station,walking,3320.6,201,hamilton
